BAC_Wp2	833	495	-	2	0.8
BAC_Wp2	1288	495	-	1	0.333333333333333
BAC_Wp2	3614	3310	-	2	1
BAC_Wp2	3995	3517	-	1	0.142857142857143
BAC_Wp2	4061	3262	+	12	0.154838709677419
BAC_Wp2	4061	3699	+	12	0.138728323699422
BAC_Wp2	4142	3517	-	4	0.1
BAC_Wp2	4153	3517	-	2	0.0213903743315508
BAC_Wp2	5592	3262	+	1	0.0232558139534884
BAC_Wp2	5592	5354	+	2	0.129032258064516
BAC_Wp2	9158	6894	-	3	0.127659574468085
BAC_Wp2	9885	3262	+	2	0.0233918128654971
BAC_Wp2	9885	5460	+	1	0.0124223602484472
BAC_Wp2	11518	11253	+	2	1
BAC_Wp2	11679	11336	+	1	0.666666666666667
BAC_Wp2	11742	11361	+	2	1
BAC_Wp2	11803	11327	-	1	0.0625
BAC_Wp2	11803	11408	-	1	0.0416666666666667
BAC_Wp2	11817	11117	+	2	1
BAC_Wp2	12976	12737	+	1	1
BAC_Wp2	15379	14048	-	1	0.153846153846154
BAC_Wp2	19054	18749	-	1	0.166666666666667
BAC_Wp2	19181	18822	-	1	0.2
BAC_Wp2	21738	21493	-	3	0.75
BAC_Wp2	25287	24642	-	7	0.0864197530864197
BAC_Wp2	26195	25098	-	1	0.0130718954248366
BAC_Wp2	27704	27320	-	1	1
BAC_Wp2	30245	30159	-	3	0.6
BAC_Wp2	32553	32280	+	3	1
BAC_Wp2	34837	33545	+	2	1
BAC_Wp2	35054	34628	-	2	0.222222222222222
BAC_Wp2	35429	33009	+	1	0.111111111111111
BAC_Wp2	35879	35160	-	1	1
BAC_Wp2	35918	35534	-	1	0.25
BAC_Wp2	36320	34056	+	1	0.666666666666667
BAC_Wp2	39811	39006	+	1	0.5
BAC_Wp2	41736	41611	-	1	0.5
BAC_Wp2	42013	41912	-	1	0.0666666666666667
BAC_Wp2	42288	41751	+	1	0.1
BAC_Wp2	42288	41892	+	1	0.105263157894737
BAC_Wp2	42333	41871	-	6	0.176470588235294
BAC_Wp2	44682	43908	-	1	1
BAC_Wp2	44696	44410	+	2	0.363636363636364
BAC_Wp2	46841	46094	-	1	0.0317460317460317
BAC_Wp2	47195	46860	+	2	0.8
