Geneid	pOka_M1_3
170393	0
3632	219
84504	0
54777	59
84435	0
85442	0
8433	0
27287	0
101	7
10844	1413
118472	291
50632	0
118471	1
282969	0
1892	2103
196743	166
92170	462
503542	51
1571	16
93426	0
441581	0
147199	0
653486	0
113746	0
51272	942
60626	2332
23410	335
5719	1599
171389	0
80162	200
387733	1
10581	1350
8519	17
10410	3820
338707	453
11187	26
59307	6
338440	3
81490	699
6050	5687
3265	541
115399	37
256329	123
8045	645
57661	1063
3665	121
53841	2
6343	0
1815	4
10522	1757
283232	264
64787	1478
6888	2990
347862	1340
51286	3
79751	537
101927423	8
55367	380
6181	16270
57104	1858
283229	122
977	13100
5441	2720
7106	2091
66005	1769
161	1593
4588	0
4583	2
4586	0
727897	1
54472	808
9024	109
81532	247
1850	238
387264	3
440021	6
387266	0
387267	0
439915	0
440023	0
402778	847
1509	109980
90019	3
7136	0
4046	0
7140	0
6150	928
103344718	0
3481	1
723961	0
3630	0
7054	1
430	0
29125	0
10077	0
975	4928
10078	342
29850	0
3784	7
1028	2
5003	3
5002	256
7262	185
4676	2329
833	1739
114879	146
386746	0
116534	0
7748	357
116969	0
417	0
57053	22
4928	2208
27315	383
391	606
6786	566
6240	2416
143496	0
6737	275
119774	0
390036	0
119772	0
143501	0
143502	0
390037	0
55128	121
390038	0
143503	0
81285	18
256892	0
119695	0
119694	0
119692	0
401665	0
119687	0
81282	0
79324	0
401666	0
401667	0
56547	0
119682	0
119679	0
119678	0
390054	0
23538	0
283111	0
3043	0
3045	0
3047	0
3048	0
3046	8
79339	1
79345	0
282763	1
390058	0
390059	0
390061	0
390063	0
390064	0
390066	0
50613	0
143630	9
390067	0
340980	0
117854	68
445372	0
53840	1
85363	816
10346	1396
387748	0
390072	0
390075	0
79473	0
390077	0
390078	0
390079	0
390081	0
390083	0
390084	0
338751	0
120793	0
120796	0
196335	0
255725	0
120787	0
160298	4
84067	311
1262	3
887	0
112464	0
6609	1297
322	651
3263	3
10612	214
23647	1562
26515	548
144132	188
23378	275
3611	2370
6881	1418
1200	9182
8642	3
63875	1443
338755	0
144125	0
8590	0
144124	0
341276	0
283297	0
120776	0
120775	0
7762	96
7761	38
338323	2
27288	0
143425	0
283298	1
8495	17
51700	0
341277	0
120065	0
120066	0
390093	0
26496	0
338322	0
8665	3167
7275	0
79608	0
4004	51
65975	314
9866	258
6157	18812
6764	1465
56672	366
56673	0
56676	0
56674	727
56675	93
57758	4
23258	1578
440026	339
10527	5294
7702	272
7465	762
23075	787
81846	1080
133	343
272	193
100463486	4
50862	875
10894	0
10335	3
9646	1111
1982	17529
58486	876
374378	40
283106	84
55031	1244
27122	21188
9645	489
84953	5
55742	2116
7003	3159
644943	0
406	385
84280	701
5741	0
84188	1314
10418	37
22800	1977
1315	2621
5682	2210
5140	51
120227	171
796	0
797	0
387755	1
102724957	0
55553	13
10944	2482
144100	1148
6207	8330
5286	1458
4925	1335
374383	335
3767	9
6833	0
10083	0
340990	0
4654	0
3746	0
26297	201
7166	2
113174	283
117195	1
117196	0
100528017	0
6291	0
6289	13
6288	38
11234	379
2965	930
3939	39627
3948	0
160287	1
7251	1259
55293	298
144108	643
144110	54
283284	6
84867	0
259249	0
117194	0
54503	232
8048	1
79733	18
89797	2854
120237	0
10553	1
10196	369
9152	0
4745	0
203859	94
57084	0
2188	171
2620	7
258010	369
100500938	0
338645	19
63982	0
143662	0
159963	0
387758	135
8424	16
91057	416
55366	1197
55327	309
627	1039
81930	592
196074	476
3739	0
2488	0
120534	441
744	0
100506627	10
341019	6
120526	267
196294	58
26610	437
5080	2923
5954	6121
7490	0
10480	2802
493860	9
79056	76
79832	1071
91614	191
55346	313
1479	748
10114	796
25758	0
100131378	3
966	5633
26273	412
4005	1
4076	6670
55226	965
25841	387
847	1857
2001	0
26298	7
51074	339
8050	447
960	5268
6506	1
25891	10
24147	781
54765	3174
143458	375
29099	972
79899	69
7189	373
5896	24
5897	0
119710	600
57689	0
8539	2567
55761	1500
51144	2779
221120	323
387763	1
390110	0
84680	345
2132	2453
60529	0
3732	479
90139	0
9537	6
56981	76
57586	0
8534	1
55343	450
1408	213
9479	422
143678	3
9409	297
120071	0
51317	670
90993	450
8525	513
4192	72
1132	0
55626	812
283254	56
9776	1934
392	1911
79797	245
2147	1
9793	3398
4038	73
79096	570
84364	968
29763	290
1643	791
53	616
10062	110
8567	632
4607	0
6688	1
91252	1774
5702	2349
5913	5
10658	1174
114971	880
55709	173
4722	838
399888	0
114900	3
23788	1776
79841	22
23360	1168
23279	712
5795	583
119765	0
119764	0
390113	0
256148	0
256144	0
403257	0
403253	0
283116	0
646754	0
2346	0
283092	0
283093	0
81318	0
119749	0
79097	0
81327	0
81328	0
81309	0
219428	0
219429	0
81300	0
219431	0
219432	0
390142	0
219436	0
219437	0
219438	0
26338	0
390144	0
84767	0
390148	0
10798	0
282770	0
338674	0
219447	0
120586	0
390151	0
390152	0
81168	0
219453	0
282775	0
219464	0
390154	0
390155	0
219469	0
219473	0
390157	0
219477	0
504189	0
504190	0
219417	0
219479	0
390162	0
219482	0
219484	0
219487	0
390167	0
390168	0
338675	0
219493	0
390174	0
504191	0
283189	0
390181	0
219527	0
187	0
85456	1944
6749	3375
5024	0
10394	0
5553	0
29015	23
349667	178
8501	68
26519	360
219537	0
9246	996
710	142
219539	14
10978	209
25921	1674
219541	356
51075	1906
280636	1290
643376	2
1500	3513
219956	0
219952	0
219954	0
219957	0
219958	0
219959	0
219960	0
81341	0
219965	0
441608	0
390190	1
390191	0
219968	0
9404	126
80829	1979
1270	13
10249	0
219970	0
92292	1
374393	538
63901	1009
23220	37
219972	0
390195	0
219981	0
219982	0
219983	0
390197	0
219986	0
390199	0
5007	1519
219988	1453
390201	0
6809	1337
54948	493
2694	1
6947	0
219990	0
932	0
2206	0
64231	0
51338	0
245802	0
58475	0
84689	0
64232	0
931	0
54860	0
503497	0
83661	0
728588	0
219995	0
341116	0
79080	759
11251	1
22917	3
27339	2168
79073	2133
54972	5154
51296	0
923	0
921	2
55048	342
643834	0
643847	0
5222	2
220001	26
1642	6141
26007	754
220002	580
51524	327
51259	130
79869	1534
54949	634
220004	13
390205	0
9066	18
747	320
745	4387
746	601
2237	1447
3992	4899
9415	9477
3995	2383
5866	43
7439	22
2495	71396
3619	682
10648	0
4246	0
10647	1
4250	0
404552	0
80150	133
7356	1
79026	19968
1937	32136
64852	357
9219	1430
256364	730
6094	209
26229	1130
23193	11751
80789	486
79081	47
102288414	9
751071	76
790955	302
51035	1876
221091	33
26580	925
2785	16
221092	2810
283237	312
79842	31
5436	742
10629	206
374395	1017
79064	279
10482	1236
6811	687
54663	667
6520	2381
1128	0
9356	0
9376	0
283238	0
387601	0
387775	0
114571	0
117245	0
85329	0
5920	59
54979	1
11145	828
25923	926
10313	3491
65998	314
144097	481
2011	547
283248	3
79829	621
1351	2712
55611	1389
28992	406
23769	10
10963	3280
83706	11
83707	427
84304	422
3338	557
7423	1103
2286	873
26472	3192
5331	908
572	738
56834	484
50801	0
25858	4
2101	496
51504	1918
25824	4714
283234	54
8986	649
55867	0
116085	0
9379	0
10235	2
5837	9
7536	2233
5871	225
4221	932
55561	52
10938	1658
23130	1184
5526	282
170589	0
283129	0
116071	10
402	1860
29907	255
29901	261
10004	0
113130	753
7542	546
100130348	0
738	1083
7108	1016
741	174
2197	4336
740	1316
84447	666
387778	0
823	2233
440044	1
23649	587
10435	289
5977	740
220359	18
283130	65
83786	306
57410	1482
4054	7432
10534	345
23625	1037
254102	801
10089	3
4296	998
399909	1224
6494	152
5970	1431
10524	410
84153	567
91056	476
5017	0
254122	6
1072	13318
80198	476
30008	2935
1521	6
9158	1714
11007	1220
8061	937
83638	1115
10589	1109
254187	0
9092	848
84285	510
8815	2049
1474	4
117144	161
89792	48
10992	4079
55690	1291
64837	575
81876	2917
254263	6
10897	1016
256472	377
57124	0
9610	367
25855	572
11041	1218
3177	96
266743	0
65003	851
246330	189
10072	688
582	1010
254359	264
89	2
8722	2791
55231	4
9973	260
10432	734
100526737	1
5936	793
83759	249
6712	12
79703	183
9986	250
5091	96
78999	688
254439	0
91683	1
29984	401
22992	1021
156	595
338692	296
54961	669
57804	903
23529	394
5883	121
5499	1762
374403	8
57571	270
6199	442
5790	11
57175	1125
390212	0
57010	0
80194	435
9049	643
9600	987
10263	593
51475	0
2950	11005
4723	1613
254552	43
347853	1
91703	0
222	0
81622	452
221	2959
4728	1407
10312	298
1119	495
51111	386
53838	559
4041	679
55291	1677
51083	0
9633	104
1374	736
219927	433
3508	221
116512	0
116535	4
219931	213
26579	0
102724265	0
595	9961
220064	204
9965	0
2249	0
2248	0
55107	0
8772	660
8500	1190
2017	5136
22941	70
1717	2815
55191	1009
440050	0
57830	0
3846	0
387273	0
440051	0
55199	157
100131539	1
245911	0
100129216	2
55298	514
10068	61
4926	5266
220074	138
55004	1860
25906	237
2352	355
2348	3
2350	1
3636	3053
401	0
81570	172
5138	3
116985	1298
10809	310
89849	191
9873	369
5029	72
5031	12
9828	143
84957	253
23201	1296
58473	1316
5870	1933
51642	393
51287	919
80227	323
374407	3
7351	1316
7352	24
26005	871
51400	2898
283208	28
283209	115
10008	0
387787	18
100287896	77
10714	505
25884	1
6206	120
254225	491
143570	125
9789	1185
10825	111
341152	0
11309	0
100507050	0
408	508
6188	17410
283212	0
81544	429
871	2908
4135	4
80168	0
84649	27
7405	267
7481	0
5612	660
100506127	114
56946	489
2615	0
25987	2228
55331	386
192134	0
726	1486
4975	3
4647	2869
220032	5
5058	1217
282679	105
1207	1701
51773	727
28971	127
92105	431
65987	2
100532726	0
7069	1
4718	523
79053	894
283219	249
57558	213
9846	703
79731	229
26011	666
6234	555
220382	19
5547	2376
220042	169
27314	624
51585	783
338699	183
60492	1094
1740	3
55863	537
84233	268
58487	975
220388	2
54843	464
220047	0
8301	3840
8726	251
51501	481
60494	14
10873	2059
11098	26650
8322	962
65084	375
23682	217
1075	1316
2915	1
7299	114
50507	123
219595	0
390231	0
57093	0
642446	0
729384	0
399939	0
120146	0
642612	0
642623	0
10003	9
26973	713
120114	926
4544	0
120103	339
159989	1
56935	74
85459	681
79101	623
28970	493
9440	500
387804	3
341208	2
24145	368
390243	2
10888	3
4361	383
54851	172
643037	0
2526	83
143689	3
154810	1768
51503	922
55693	34
390245	1
10929	489
23052	619
143686	5
143684	315
9702	737
8898	835
84441	445
79780	622
8690	394
53942	1
143872	94
83935	26
5241	0
7225	0
253935	0
57562	86
85016	46
10413	1280
330	58
329	724
114908	4767
4316	2
9313	0
64066	0
4317	0
4319	1
4312	0
4314	6
4321	0
4322	0
84259	514
79659	1042
80310	130
414301	0
100506742	0
837	26
838	0
834	77
114769	3
440068	0
59082	0
2893	4
84437	583
143879	117
60496	711
2977	449
143884	183
91801	132
55531	1
6588	0
54733	814
54734	1
8065	651
38	1475
4863	475
472	810
160140	8
143888	1115
23086	71
1662	411
399947	0
85463	310
5962	2321
2230	305
57569	66
341032	0
399948	3
120376	11
5450	0
54766	0
399949	0
143903	1369
23235	1026
5519	608
79796	536
91893	17
64776	362
1410	18738
3316	127
91894	3
85458	700
1737	1118
120379	49
55216	669
26521	519
6392	1548
3606	2176
56158	0
83875	112
5805	211
349633	0
4684	1
54970	229
255239	0
1813	0
80975	15
9183	474
644672	0
57646	480
9177	0
3359	0
7704	0
4837	13
54494	127
10179	720
25996	1206
120400	0
54827	0
120406	0
23705	615
84811	356
8882	550
116519	0
337	0
345	0
335	2
23387	365
5049	1104
51092	484
6876	310
9159	716
257160	391
23621	1825
22897	496
57453	0
486	0
100533181	0
53826	0
84000	0
3587	0
56649	0
6330	0
6327	0
120425	0
196264	0
10205	0
916	9
915	0
917	0
9354	1146
10632	1801
4297	1992
143941	13
84866	484
56912	451
372	2894
23187	2619
11181	2
1656	1249
643	2
283149	2425
7379	2
283150	0
338657	528
51399	947
2542	729
10525	3469
55823	1036
3145	443
3014	2102
1798	836
9854	299
25988	350
64137	5
79671	386
79849	0
283152	31
867	620
4162	1045
79102	1456
83552	0
114902	0
9099	111
7070	12
5818	92
23650	19
220323	851
25833	1
219902	422
23365	3873
2900	2
219899	341
7007	7
6309	1138
6653	948
414899	0
84959	434
56253	0
79864	203
390259	0
3312	32260
79827	116
57476	161
55800	3
7753	169
390260	0
390261	0
338661	0
338662	0
219875	0
219874	0
219873	0
390264	0
219870	0
219869	0
390265	0
4013	72
26492	0
26494	0
219865	0
283159	0
283160	0
26595	0
390271	0
283162	0
26493	0
219858	0
390275	0
116337	0
84897	691
54414	1078
53340	148
4900	102
23584	4
90952	9
79684	205
64221	173
54538	175
220296	1
641654	0
80071	131
219855	28
219854	238
63876	0
9638	2
403312	0
9538	2406
3703	4226
1111	470
56	3
160065	0
399967	1
100169851	0
399968	0
219844	275
83480	172
29118	0
50937	329
84881	482
79607	265
6734	2900
55572	503
114609	115
28960	1147
6484	2251
84623	12
2113	1246
2313	0
3758	0
3762	1
219833	116
63970	2
9743	351
8538	0
120224	5
4798	589
56980	195
334	26487
6768	3
29068	599
11095	1
170689	131
283171	3
399979	1779
50863	12
4978	0
219938	0
22997	146
83700	1086
23310	1182
112936	925
29087	494
27034	349
112937	0
89944	574
27087	174
440073	0
6539	2
6540	6
5927	937
84318	240
283358	0
4815	2
65125	3186
5893	184
23085	1267
144699	163
81029	5
79602	1369
93589	0
654429	1
196513	380
775	0
2288	1959
55846	229
83714	26
2305	1658
83695	740
7289	750
7004	202
10867	1577
6232	329
56341	0
84766	0
57097	80
894	0
57103	490
8074	0
2251	0
57102	430
10635	428
8798	309
10566	5
4704	888
26290	0
3742	0
3736	0
3741	0
4908	0
57101	0
7450	12
928	1860
55200	10
7132	2090
6337	124
4055	1774
939	118
55080	153
6843	125
51258	1514
9918	2989
2597	154501
25900	394
4839	744
1108	5844
57121	0
84519	14
51147	503
171017	826
196500	386
50813	1371
8079	4392
5763	3943
3902	0
920	13
27239	47
10536	2335
2784	65
83461	524
8078	2007
7167	23604
84727	116
10233	169
2026	4762
1822	1997
113246	1121
5777	186
11331	4684
10436	412
10162	430
716	976
715	2212
51279	889
83758	31
9746	991
5830	508
341392	0
283316	4
9332	0
339	0
9573	0
359787	0
170482	0
360030	0
79923	0
144195	0
6515	116
55810	411
719	12
25977	470
50856	3
440077	0
55138	26
93978	0
338339	0
26253	0
57379	0
8076	0
57494	78
144568	0
4074	2364
10219	5
2	0
5858	0
3820	2
29121	42
160365	0
969	0
51348	0
9976	0
100431172	0
387836	0
160364	0
51266	0
387837	0
283420	0
51267	0
64581	0
4973	0
120939	0
23710	592
3824	0
22914	0
100528032	0
8302	0
3823	0
3822	0
3821	0
55110	191
55359	0
8531	1523
50837	0
50836	0
50835	0
50839	0
11272	24
5554	9
50838	1
5555	0
106707243	13
50840	4
259296	0
259295	10
259294	8
259290	3
259292	1
259289	0
259291	0
259293	0
100129361	409
353164	0
5544	2
5545	0
5542	0
653247	0
2120	84
79370	1
4040	759
54682	407
118426	70
80824	680
1389	1310
2842	6
1027	1002
81575	166
51202	1655
9052	2100
55507	2
50865	671
57613	206
83445	7
2012	1783
2904	0
55729	829
79887	3
2984	1
121504	4
55766	129
51729	1423
144608	21
440087	4
420	1
4256	0
121506	0
397	0
5149	0
85004	0
5800	0
2059	1291
11171	2031
51071	479
729025	0
4257	4194
55885	7
79785	1
5288	0
89869	0
93661	0
54477	587
121536	546
5139	24
53919	0
28234	6
338821	0
10599	0
6579	11
3375	0
79912	464
5965	532
51026	391
80763	11
2998	2
3945	9254
3764	1
10060	6
55907	436
6489	1
9847	633
55500	1105
6660	34
586	1722
196415	0
4033	1
55259	12
144363	216
3845	602
160492	0
11228	3046
79365	945
8082	175
3709	435
55726	545
26127	405
51768	2204
9412	621
728858	1
23012	583
56938	392
341346	2
8496	284
387849	3
60488	1197
100287284	0
57542	452
5744	79
55297	462
55711	161
51290	1093
341350	2
83857	1627
10526	1097
65981	625
441631	1
1663	552
58516	717
160518	348
254013	13
196394	156
440093	6
55196	256
636	181
121512	179
10059	1240
51067	412
5318	554
341359	1
84920	79
144245	157
144402	252
55605	490
225	0
283461	0
114134	159
120892	125
283463	12
1272	289
29951	0
283464	509
10138	210
85437	1199
51535	1134
144165	145
80070	0
83448	132
51135	215
5756	2115
84216	168
4753	22
440097	0
196527	2907
196528	618
9169	1764
81539	2259
54407	28
55089	4
347902	286
91523	41
79657	599
8909	3
10411	35
55652	799
51564	1655
7421	65
79022	2455
1280	0
29843	346
5213	1844
140461	329
387856	0
121275	0
341567	0
121274	71
23519	0
121273	0
341568	0
3906	0
54934	342
904	569
112	1039
784	633
9416	1582
27289	6
85478	22
51303	204
377	3099
7480	23
7471	0
23109	5
5571	1544
8085	1248
121268	17
50846	2
55716	227
10376	23046
7846	6150
84790	7773
5630	4
10024	448
338761	32
79962	376
65244	873
23416	33
10445	735
84070	23
25766	134
91010	347
7009	16047
57701	575
144233	162
23017	0
359	0
362	1
363	1
29127	1427
41	800
6602	1271
2819	20
84987	434
91012	855
51474	765
121006	1
113251	959
57609	940
466	437
283471	0
25840	125
613227	0
4891	993
25875	796
81566	375
7024	409
5463	38
9802	3296
57228	68
51411	0
1990	0
11226	21
9498	286
6334	391
401720	0
341405	0
94	0
91	328
160622	0
3164	119
60673	435
144501	12040
283403	50
3855	636
3892	95
3887	9
3889	0
3891	0
3890	0
3888	0
9119	0
3854	0
286887	0
3853	1
3852	0
112802	0
121391	0
140807	0
319101	0
3849	0
3848	0
374454	0
51350	0
3850	0
3851	0
338785	1
196374	0
3856	13259
3875	6987
1975	12312
23371	218
84926	647
3489	904
8435	1
51380	92
283337	574
3695	10
5916	519
84975	559
9700	523
5204	3215
60314	737
8086	873
121340	0
6667	1459
269	0
54458	1115
5094	7338
7786	484
6895	318
8620	11
11016	506
517	5325
57658	1406
3229	0
3228	0
3227	0
3226	0
3225	0
3224	0
3223	0
3221	0
3222	0
23583	345
23468	1873
3178	15191
4778	0
22818	2873
53831	0
25946	353
3678	5066
121355	0
3071	0
5153	0
5502	0
90070	0
117159	0
118430	0
9840	0
58158	0
441639	0
121364	0
254783	0
283365	0
390321	0
254786	0
390323	0
403282	0
1911	33
390326	0
341416	0
390327	0
403284	0
341418	0
121129	0
121130	0
196410	157
3679	1626
2647	531
5959	152
967	14127
10220	444
84324	967
29095	481
85406	713
4327	138
84305	507
1606	772
6490	66
1017	895
5869	2819
6821	271
64375	143
6231	7278
2065	12
5036	4957
6171	8896
84872	142
23344	3057
140465	1361
4637	13774
6601	2208
10193	592
79035	745
283375	0
283373	1717
93058	249
1431	3532
10330	1902
9924	519
51561	8
6773	807
319	0
8914	746
4284	0
283377	297
27165	123
5939	407
11176	2390
506	12267
10728	4724
4666	10089
5557	241
8630	7
121214	0
8608	0
11318	0
9880	174
6866	1
4640	0
23306	644
4665	306
6778	2465
4035	19728
11247	33
6472	2717
56901	1
246329	6
22864	748
3626	3
83729	4
2735	22
64333	1
4141	1258
1649	315
114785	682
10540	2552
3798	6
79837	527
196403	632
115557	398
65012	52
2583	56
10956	5732
116986	209
6302	392
1019	2912
92979	414
1594	27
4234	175
25895	167
10102	579
10677	45
10106	2117
91419	254
121227	247
9194	222
338811	4
9958	598
23041	748
57460	251
552	0
283417	59
10329	295
57522	279
144577	85
115749	0
11260	2238
29110	676
283349	705
2799	9012
23329	52
11197	0
23592	445
253827	636
8091	374
100129940	3
84298	634
51643	684
11213	1
92797	15
23426	112
55832	2264
8445	832
3458	0
55801	0
50616	2
56890	216
5908	1973
57122	724
55508	200
4193	1431
1368	14
11052	1677
4069	2
8089	503
10818	604
10576	3659
376132	0
144453	71
117177	465
196446	4
4848	1126
27345	66
5787	1225
5801	87
7103	5
8549	4
196441	1055
83591	78
55266	406
23011	717
64786	728
121278	1
29953	12
552889	1233
3747	1
84698	103
256710	8
144321	2
11010	248
11103	445
22822	1793
4673	16588
79738	526
114882	1087
23390	391
1466	307
144455	677
89795	42
6857	318
5074	415
4659	1175
283310	0
374462	6
4618	0
4617	0
8825	16
79611	191
8499	27
29080	404
84190	76
160335	179
55117	1076
144448	16
84125	61
8092	1
9182	51
4922	0
25834	0
160419	1
91298	383
80184	549
160418	513
4254	140
1848	452
282809	232
100528030	1
8693	3
490	900
196477	0
1833	16
11081	1
4060	2
1634	2
694	1816
574016	0
574028	0
338809	0
440107	4
8411	1419
11163	1766
7334	1551
28977	811
8835	41
8738	128
10154	82
51134	109
57458	166
55967	757
7181	595
55785	143
55591	1107
10988	1797
84101	79
59277	624
6636	734
120935	1
144193	5
3034	11
4048	2483
2004	1360
5128	403
144535	21
121441	561
7112	2108
5250	8025
121457	1329
317	387
56899	7
196472	0
23074	422
64431	309
120863	37
55681	821
246213	4
9971	0
283431	460
121601	6
160728	1
27340	692
400	1381
121599	0
4604	0
56994	716
50511	21
79158	1501
55332	2492
51019	812
79023	423
55010	270
5367	1
3479	9
5053	0
429	0
374470	0
55576	38
51559	701
7184	21251
728568	146
6996	426
83468	8
29915	243
4801	568
7296	16115
493861	11
50515	603
84102	341
121053	147
160428	17
23325	1059
55198	976
387882	1632
9891	304
10970	3902
255394	117
55703	232
5992	1
55188	293
90488	1442
80298	138
1407	643
121551	369
11137	1095
11108	848
121549	0
9671	0
1240	18
11153	152
9733	867
23479	1519
338773	5
6404	26
23603	5941
54434	1926
1610	0
55530	0
84749	382
121642	281
7374	798
32	209
121643	1
283446	1
83892	1111
89910	816
326625	700
4598	526
84915	10
59341	0
51228	821
84260	349
9815	1027
88455	1885
400073	111
28981	542
488	3814
51434	962
10094	3301
51184	283
29902	498
51699	1127
144715	7
160760	319
79600	1412
84329	3
5501	3027
160762	0
4633	0
23316	0
144717	178
10019	379
6311	973
8315	462
80724	855
217	1146
8550	612
89894	72
10961	2749
80018	643
10906	430
283450	843
6128	17122
5781	3329
22895	0
4938	44
4940	578
4939	4
1840	0
8437	0
387885	2
79039	1510
84934	663
115811	94
53373	2715
80024	208
196463	1273
10993	1
113675	156
64211	0
9904	635
6910	0
6926	9
23389	659
643246	14
79794	1222
84900	56
8739	167
