Geneid	pOka_WT_2
8433	0
27287	0
101	10
10844	1378
118472	289
50632	2
118471	5
282969	0
1892	2021
196743	152
92170	499
503542	61
1571	8
93426	0
441581	1
147199	0
653486	0
113746	1
51272	949
60626	2230
23410	290
5719	1703
171389	1
80162	187
387733	0
10581	1451
8519	13
10410	3737
338707	416
11187	27
59307	2
338440	4
81490	722
6050	5754
3265	580
115399	21
256329	108
8045	753
57661	1043
3665	135
53841	1
6343	0
1815	5
10522	1637
283232	257
64787	1293
6888	3123
347862	1254
51286	6
79751	532
101927423	8
55367	350
6181	17669
57104	1921
283229	110
977	13127
5441	2703
7106	2018
66005	1560
161	1623
4588	0
4583	2
4586	0
727897	2
54472	855
9024	99
81532	287
1850	235
387264	2
440021	6
387266	0
387267	0
439915	0
440023	0
402778	761
1509	101156
90019	0
7136	0
4046	0
7140	0
6150	936
103344718	1
3481	0
723961	0
3630	0
7054	0
430	0
29125	0
10077	1
975	4797
10078	367
29850	0
3784	4
1028	2
5003	0
5002	277
7262	270
4676	2311
833	1787
114879	117
386746	0
116534	0
7748	365
116969	1
417	0
57053	32
4928	2231
27315	342
391	678
6786	516
6240	2413
143496	0
6737	282
119774	0
390036	0
119772	0
143501	0
143502	0
390037	0
55128	122
390038	0
143503	0
81285	36
256892	0
119695	0
119694	0
119692	0
401665	0
119687	0
81282	0
79324	0
401666	0
401667	0
56547	0
119682	0
119679	0
119678	0
390054	0
23538	0
283111	0
3043	0
3045	0
3047	0
3048	0
3046	15
79339	1
79345	0
282763	1
390058	0
390059	0
390061	0
390063	0
390064	0
390066	0
50613	0
143630	7
390067	0
340980	0
117854	78
445372	0
53840	0
85363	735
10346	1250
387748	0
390072	0
390075	0
79473	0
390077	0
390078	0
390079	0
390081	0
390083	0
390084	0
338751	0
120793	0
120796	0
196335	0
255725	0
120787	0
160298	2
84067	320
1262	0
887	0
112464	0
6609	1217
322	614
3263	5
10612	208
23647	1486
26515	521
144132	179
23378	321
3611	2354
6881	1450
1200	8850
8642	7
63875	1485
338755	1
144125	0
8590	0
144124	0
341276	0
283297	0
120776	0
120775	0
7762	96
7761	41
338323	0
27288	1
143425	0
283298	1
8495	14
51700	0
341277	0
120065	0
120066	0
390093	0
26496	0
338322	0
8665	3206
7275	0
79608	0
4004	61
65975	303
9866	271
6157	19064
6764	1420
56672	408
56673	1
56676	0
56674	656
56675	75
57758	12
23258	1602
440026	384
10527	5289
7702	311
7465	820
23075	936
81846	974
133	350
272	182
100463486	7
50862	826
10894	0
10335	4
9646	1197
1982	17588
58486	909
374378	36
283106	88
55031	1211
27122	19985
9645	530
84953	6
55742	2080
7003	3219
644943	0
406	407
84280	701
5741	0
84188	1394
10418	55
22800	2325
1315	2574
5682	2210
5140	65
120227	143
796	0
797	0
387755	0
102724957	0
55553	9
10944	2478
144100	989
6207	8859
5286	1643
4925	1159
374383	305
3767	7
6833	0
10083	0
340990	0
4654	0
3746	1
26297	241
7166	0
113174	285
117195	2
117196	0
100528017	0
6291	0
6289	6
6288	29
11234	363
2965	891
3939	36804
3948	1
160287	6
7251	1239
55293	341
144108	579
144110	68
283284	0
84867	0
259249	0
117194	0
54503	238
8048	0
79733	17
89797	2915
120237	0
10553	0
10196	458
9152	0
4745	0
203859	103
57084	0
2188	174
2620	3
258010	425
100500938	1
338645	16
63982	0
143662	0
159963	3
387758	132
8424	20
91057	385
55366	1377
55327	306
627	1001
81930	644
196074	429
3739	0
2488	0
120534	438
744	0
100506627	8
341019	3
120526	262
196294	51
26610	491
5080	2735
5954	5777
7490	0
10480	2798
493860	6
79056	65
79832	1024
91614	195
55346	328
1479	710
10114	832
25758	1
100131378	8
966	5272
26273	392
4005	0
4076	6456
55226	958
25841	395
847	1683
2001	1
26298	3
51074	375
8050	446
960	5014
6506	1
25891	19
24147	836
54765	3075
143458	355
29099	1010
79899	75
7189	377
5896	25
5897	4
119710	605
57689	1
8539	2500
55761	1550
51144	2711
221120	334
387763	3
390110	0
84680	309
2132	2277
60529	0
3732	551
90139	0
9537	4
56981	67
57586	0
8534	0
55343	481
1408	208
9479	410
143678	8
9409	243
120071	0
51317	648
90993	482
8525	496
4192	60
1132	1
55626	831
283254	64
9776	1771
392	1888
79797	262
2147	2
9793	3457
4038	68
79096	542
84364	843
29763	241
1643	746
53	590
10062	88
8567	668
4607	0
6688	0
91252	1785
5702	2524
5913	4
10658	1188
114971	895
55709	177
4722	886
399888	2
114900	1
23788	1815
79841	28
23360	1238
23279	777
5795	606
119765	0
119764	0
390113	0
256148	0
256144	0
403257	0
403253	0
283116	0
646754	0
2346	0
283092	0
283093	0
81318	0
119749	0
79097	0
81327	0
81328	0
81309	0
219428	0
219429	0
81300	0
219431	0
219432	0
390142	0
219436	0
219437	0
219438	0
26338	0
390144	0
84767	0
390148	0
10798	0
282770	0
338674	0
219447	0
120586	0
390151	0
390152	0
81168	0
219453	0
282775	0
219464	0
390154	0
390155	0
219469	0
219473	0
390157	0
219477	0
504189	0
504190	0
219417	0
219479	0
390162	0
219482	0
219484	0
219487	0
390167	0
390168	0
338675	0
219493	0
390174	0
504191	0
283189	0
390181	0
219527	0
187	0
85456	1814
6749	3325
5024	0
10394	0
5553	0
29015	25
349667	176
8501	61
26519	423
219537	2
9246	906
710	129
219539	19
10978	237
25921	1645
219541	399
51075	1838
280636	1356
643376	1
1500	3315
219956	0
219952	0
219954	0
219957	0
219958	0
219959	0
219960	0
81341	0
219965	0
441608	0
390190	0
390191	0
219968	1
9404	99
80829	1951
1270	10
10249	1
219970	0
92292	2
374393	479
63901	952
23220	26
219972	0
390195	0
219981	0
219982	0
219983	0
390197	0
219986	0
390199	0
5007	1421
219988	1374
390201	0
6809	1462
54948	433
2694	2
6947	3
219990	0
932	1
2206	1
64231	0
51338	0
245802	1
58475	0
84689	0
64232	0
931	0
54860	0
503497	0
83661	0
728588	0
219995	0
341116	0
79080	690
11251	0
22917	3
27339	2044
79073	2117
54972	5851
51296	3
923	0
921	1
55048	355
643834	0
643847	0
5222	2
220001	19
1642	5846
26007	701
220002	617
51524	376
51259	159
79869	1474
54949	612
220004	12
390205	0
9066	12
747	299
745	4323
746	592
2237	1499
3992	4882
9415	9934
3995	2513
5866	47
7439	12
2495	61069
3619	780
10648	0
4246	0
10647	0
4250	0
404552	0
80150	155
7356	2
79026	19197
1937	29913
64852	381
9219	1464
256364	741
6094	209
26229	1122
23193	10200
80789	475
79081	39
102288414	5
751071	72
790955	301
51035	1816
221091	46
26580	785
2785	12
221092	2815
283237	361
79842	30
5436	695
10629	234
374395	972
79064	275
10482	1301
6811	680
54663	744
6520	2610
1128	0
9356	0
9376	0
283238	0
387601	0
387775	0
114571	0
117245	0
85329	0
5920	56
54979	1
11145	902
25923	1016
10313	3363
65998	344
144097	506
2011	589
283248	2
79829	571
1351	3048
55611	1374
28992	381
23769	15
10963	3369
83706	13
83707	386
84304	376
3338	479
7423	1104
2286	946
26472	3458
5331	923
572	755
56834	517
50801	2
25858	2
2101	491
51504	1990
25824	4932
283234	55
8986	637
55867	0
116085	0
9379	1
10235	0
5837	17
7536	2158
5871	255
4221	860
55561	48
10938	1755
23130	1122
5526	299
170589	0
283129	0
116071	13
402	1802
29907	244
29901	285
10004	0
113130	781
7542	484
100130348	1
738	1033
7108	1080
741	175
2197	4396
740	1323
84447	690
387778	0
823	2174
440044	1
23649	572
10435	328
5977	744
220359	16
283130	68
83786	329
57410	1425
4054	7195
10534	311
23625	1155
254102	925
10089	3
4296	1021
399909	1077
6494	171
5970	1431
10524	407
84153	573
91056	473
5017	1
254122	6
1072	14192
80198	427
30008	2807
1521	4
9158	1579
11007	1192
8061	972
83638	1031
10589	1093
254187	1
9092	849
84285	572
8815	2082
1474	1
117144	159
89792	47
10992	3811
55690	1209
64837	634
81876	2955
254263	15
10897	1054
256472	417
57124	0
9610	353
25855	633
11041	1193
3177	82
266743	0
65003	880
246330	208
10072	647
582	863
254359	252
89	4
8722	2601
55231	10
9973	308
10432	795
100526737	3
5936	790
83759	252
6712	9
79703	172
9986	267
5091	82
78999	697
254439	0
91683	0
29984	387
22992	1095
156	602
338692	337
54961	649
57804	841
23529	428
5883	137
5499	1681
374403	10
57571	238
6199	477
5790	5
57175	1086
390212	0
57010	0
80194	400
9049	613
9600	1018
10263	671
51475	0
2950	11015
4723	1548
254552	47
347853	0
91703	1
222	0
81622	465
221	2492
4728	1580
10312	294
1119	613
51111	419
53838	590
4041	718
55291	1780
51083	0
9633	83
1374	682
219927	441
3508	208
116512	0
116535	4
219931	220
26579	2
102724265	0
595	9648
220064	196
9965	0
2249	0
2248	0
55107	0
8772	671
8500	1259
2017	4978
22941	62
1717	3007
55191	963
440050	1
57830	2
3846	0
387273	0
440051	0
55199	128
100131539	4
245911	0
100129216	4
55298	515
10068	69
4926	5078
220074	117
55004	1916
25906	187
2352	380
2348	8
2350	0
3636	3093
401	0
81570	168
5138	2
116985	1225
10809	298
89849	154
9873	355
5029	80
5031	10
9828	129
84957	265
23201	1197
58473	1178
5870	1940
51642	377
51287	895
80227	323
374407	6
7351	1319
7352	23
26005	778
51400	2886
283208	24
283209	134
10008	0
387787	11
100287896	68
10714	557
25884	1
6206	116
254225	462
143570	122
9789	1097
10825	108
341152	0
11309	0
100507050	0
408	588
6188	17644
283212	0
81544	379
871	3141
4135	5
80168	0
84649	27
7405	259
7481	0
5612	584
100506127	100
56946	485
2615	2
25987	2150
55331	397
192134	0
726	1334
4975	3
4647	2406
220032	6
5058	1145
282679	111
1207	1645
51773	690
28971	139
92105	419
65987	0
100532726	0
7069	0
4718	521
79053	874
283219	257
57558	204
9846	731
79731	262
26011	630
6234	697
220382	13
5547	2272
220042	193
27314	526
51585	845
338699	176
60492	1061
1740	10
55863	544
84233	288
58487	1048
220388	0
54843	472
220047	1
8301	3816
8726	259
51501	512
60494	2
10873	1505
11098	22199
8322	917
65084	342
23682	194
1075	1223
2915	1
7299	83
50507	221
219595	0
390231	0
57093	0
642446	0
729384	0
399939	0
120146	0
642612	0
642623	0
10003	9
26973	752
120114	862
4544	1
120103	352
159989	1
56935	73
85459	643
79101	590
28970	435
9440	540
387804	2
341208	0
24145	340
390243	2
10888	6
4361	358
54851	208
643037	1
2526	73
143689	3
154810	1589
51503	921
55693	34
390245	0
10929	492
23052	532
143686	4
143684	319
9702	783
8898	973
84441	445
79780	587
8690	387
53942	3
143872	107
83935	29
5241	0
7225	0
253935	0
57562	105
85016	41
10413	1200
330	57
329	827
114908	4689
4316	2
9313	0
64066	0
4317	0
4319	0
4312	2
4314	2
4321	0
4322	0
84259	558
79659	974
80310	114
414301	0
100506742	0
837	23
838	0
834	82
114769	4
440068	0
59082	0
2893	0
84437	611
143879	127
60496	777
2977	413
143884	208
91801	167
55531	2
6588	0
54733	935
54734	0
8065	584
38	1584
4863	440
472	770
160140	5
143888	1157
23086	79
1662	442
399947	1
85463	300
5962	2263
2230	290
57569	67
341032	0
399948	1
120376	4
5450	0
54766	0
399949	0
143903	1445
23235	989
5519	658
79796	547
91893	14
64776	356
1410	20843
3316	128
91894	4
85458	767
1737	1129
120379	51
55216	635
26521	547
6392	1466
3606	2508
56158	1
83875	96
5805	231
349633	0
4684	0
54970	207
255239	0
1813	1
80975	15
9183	493
644672	0
57646	477
9177	0
3359	0
7704	0
4837	17
54494	109
10179	762
25996	1190
120400	0
54827	1
120406	0
23705	661
84811	346
8882	555
116519	0
337	0
345	0
335	1
23387	330
5049	1079
51092	485
6876	463
9159	687
257160	361
23621	1732
22897	567
57453	0
486	0
100533181	0
53826	0
84000	0
3587	0
56649	0
6330	0
6327	0
120425	0
196264	0
10205	0
916	11
915	0
917	1
9354	1134
10632	2026
4297	1876
143941	10
84866	458
56912	400
372	2750
23187	2977
11181	3
1656	1227
643	2
283149	2255
7379	3
283150	1
338657	526
51399	980
2542	695
10525	3886
55823	947
3145	457
3014	2528
1798	759
9854	343
25988	333
64137	7
79671	396
79849	0
283152	19
867	627
4162	1383
79102	1519
83552	0
114902	0
9099	112
7070	7
5818	100
23650	20
220323	938
25833	1
219902	482
23365	3778
2900	6
219899	362
7007	10
6309	1214
6653	959
414899	0
84959	527
56253	1
79864	192
390259	0
3312	29219
79827	119
57476	149
55800	4
7753	204
390260	0
390261	0
338661	0
338662	0
219875	0
219874	0
219873	0
390264	0
219870	0
219869	0
390265	0
4013	72
26492	0
26494	0
219865	0
283159	0
283160	0
26595	0
390271	0
283162	0
26493	0
219858	0
390275	0
116337	0
84897	692
54414	966
53340	123
4900	114
23584	0
90952	17
79684	190
64221	138
54538	164
220296	0
641654	0
80071	129
219855	24
219854	239
63876	0
9638	2
403312	0
9538	2235
3703	3805
1111	497
56	2
160065	0
399967	1
100169851	0
399968	1
219844	305
83480	180
29118	0
50937	327
84881	528
79607	256
6734	2812
55572	512
114609	103
28960	1054
6484	2422
84623	12
2113	1328
2313	0
3758	0
3762	0
219833	87
63970	3
9743	348
8538	0
120224	2
4798	552
56980	214
334	24595
6768	6
29068	663
11095	1
170689	148
283171	1
399979	1620
50863	3
4978	0
219938	0
22997	112
83700	1087
23310	1214
112936	1000
29087	468
27034	310
112937	0
89944	483
27087	170
440073	1
6539	6
6540	7
5927	923
84318	267
283358	0
4815	6
65125	3253
5893	182
23085	1210
144699	154
81029	6
79602	1395
93589	2
654429	0
196513	343
775	1
2288	2063
55846	187
83714	36
2305	1806
83695	706
7289	767
7004	230
10867	1496
6232	392
56341	0
84766	0
57097	65
894	0
57103	516
8074	0
2251	0
57102	435
10635	384
8798	347
10566	4
4704	768
26290	0
3742	0
3736	0
3741	0
4908	0
57101	0
7450	3
928	1999
55200	13
7132	2045
6337	102
4055	1741
939	101
55080	162
6843	136
51258	1501
9918	3010
2597	138375
25900	405
4839	758
1108	5498
57121	3
84519	5
51147	495
171017	763
196500	307
50813	1266
8079	4529
5763	4281
3902	3
920	11
27239	47
10536	2216
2784	77
83461	665
8078	1954
7167	21312
84727	100
10233	191
2026	4605
1822	2008
113246	1222
5777	155
11331	4317
10436	456
10162	481
716	901
715	2071
51279	762
83758	24
9746	883
5830	506
341392	0
283316	6
9332	0
339	0
9573	0
359787	0
170482	0
360030	0
79923	0
144195	0
6515	124
55810	410
719	7
25977	459
50856	6
440077	2
55138	9
93978	0
338339	0
26253	0
57379	0
8076	0
57494	69
144568	2
4074	2153
10219	3
2	1
5858	1
3820	2
29121	45
160365	0
969	0
51348	0
9976	0
100431172	0
387836	0
160364	0
51266	0
387837	0
283420	0
51267	0
64581	0
4973	0
120939	0
23710	533
3824	0
22914	0
100528032	0
8302	0
3823	1
3822	0
3821	0
55110	209
55359	0
8531	1433
50837	0
50836	0
50835	0
50839	0
11272	10
5554	6
50838	1
5555	2
106707243	12
50840	6
259296	1
259295	11
259294	7
259290	4
259292	1
259289	0
259291	0
259293	1
100129361	413
353164	0
5544	0
5545	0
5542	0
653247	0
2120	101
79370	0
4040	806
54682	362
118426	76
80824	709
1389	1245
2842	21
1027	1110
81575	155
51202	1535
9052	1970
55507	1
50865	673
57613	173
83445	6
2012	1833
2904	0
55729	782
79887	1
2984	1
121504	4
55766	134
51729	1304
144608	20
440087	0
420	0
4256	0
121506	0
397	0
5149	0
85004	0
5800	0
2059	1345
11171	2167
51071	451
729025	1
4257	4212
55885	7
79785	1
5288	1
89869	0
93661	0
54477	516
121536	488
5139	26
53919	1
28234	3
338821	0
10599	1
6579	18
3375	1
79912	519
5965	521
51026	372
80763	19
2998	2
3945	9113
3764	0
10060	14
55907	456
6489	1
9847	666
55500	1102
6660	26
586	1781
196415	0
4033	4
55259	8
144363	226
3845	685
160492	0
11228	2974
79365	898
8082	220
3709	460
55726	586
26127	442
51768	1925
9412	617
728858	0
23012	681
56938	394
341346	6
8496	333
387849	4
60488	1089
100287284	0
57542	434
5744	72
55297	483
55711	146
51290	1072
341350	1
83857	1705
10526	1102
65981	579
441631	1
1663	505
58516	664
160518	368
254013	9
196394	159
440093	12
55196	273
636	170
121512	181
10059	1311
51067	483
5318	503
341359	3
84920	65
144245	159
144402	235
55605	543
225	2
283461	0
114134	173
120892	133
283463	22
1272	289
29951	0
283464	653
10138	258
85437	1213
51535	1233
144165	173
80070	0
83448	127
51135	183
5756	2191
84216	183
4753	31
440097	0
196527	2772
196528	633
9169	1755
81539	2356
54407	24
55089	1
347902	323
91523	70
79657	597
8909	1
10411	37
55652	754
51564	1717
7421	64
79022	2313
1280	0
29843	361
5213	1582
140461	338
387856	1
121275	0
341567	0
121274	56
23519	0
121273	0
341568	0
3906	0
54934	348
904	555
112	1002
784	650
9416	1491
27289	8
85478	18
51303	209
377	2859
7480	9
7471	0
23109	17
5571	1487
8085	1190
121268	31
50846	0
55716	231
10376	26076
7846	6768
84790	8921
5630	6
10024	500
338761	33
79962	401
65244	883
23416	36
10445	739
84070	14
25766	149
91010	328
7009	15176
57701	555
144233	148
23017	0
359	0
362	1
363	1
29127	1582
41	709
6602	1304
2819	22
84987	417
91012	871
51474	740
121006	2
113251	987
57609	1055
466	439
283471	1
25840	140
613227	0
4891	879
25875	795
81566	389
7024	386
5463	37
9802	3275
57228	65
51411	0
1990	0
11226	27
9498	277
6334	354
401720	0
341405	0
94	0
91	324
160622	0
3164	173
60673	450
144501	12167
283403	56
3855	579
3892	109
3887	9
3889	1
3891	0
3890	0
3888	0
9119	0
3854	0
286887	0
3853	0
3852	0
112802	0
121391	0
140807	0
319101	0
3849	0
3848	0
374454	0
51350	0
3850	1
3851	0
338785	0
196374	0
3856	12692
3875	6793
1975	11255
23371	213
84926	600
3489	759
8435	0
51380	130
283337	517
3695	6
5916	476
84975	555
9700	472
5204	3251
60314	778
8086	831
121340	0
6667	1343
269	1
54458	1144
5094	6825
7786	430
6895	348
8620	18
11016	462
517	5470
57658	1359
3229	0
3228	0
3227	0
3226	0
3225	0
3224	0
3223	0
3221	0
3222	0
23583	348
23468	1787
3178	14198
4778	1
22818	2883
53831	1
25946	374
3678	5164
121355	0
3071	0
5153	0
5502	0
90070	0
117159	0
118430	0
9840	0
58158	0
441639	0
121364	0
254783	0
283365	0
390321	0
254786	0
390323	0
403282	0
1911	39
390326	0
341416	0
390327	0
403284	0
341418	0
121129	0
121130	0
196410	156
3679	1565
2647	523
5959	126
967	13715
10220	469
84324	1007
29095	529
85406	649
4327	129
84305	548
1606	681
6490	62
1017	864
5869	2766
6821	234
64375	138
6231	7574
2065	12
5036	4826
6171	8025
84872	140
23344	2877
140465	1232
4637	14261
6601	2037
10193	616
79035	741
283375	0
283373	1731
93058	257
1431	3461
10330	1902
9924	488
51561	6
6773	769
319	0
8914	846
4284	3
283377	261
27165	101
5939	464
11176	2361
506	11949
10728	4834
4666	10380
5557	234
8630	14
121214	0
8608	0
11318	1
9880	173
6866	4
4640	4
23306	654
4665	331
6778	2218
4035	17760
11247	18
6472	2785
56901	1
246329	5
22864	716
3626	3
83729	7
2735	22
64333	2
4141	1332
1649	378
114785	669
10540	2529
3798	13
79837	496
196403	626
115557	360
65012	52
2583	84
10956	5321
116986	192
6302	332
1019	2575
92979	380
1594	27
4234	174
25895	155
10102	590
10677	62
10106	2149
91419	231
121227	263
9194	195
338811	3
9958	643
23041	677
57460	238
552	0
283417	72
10329	302
57522	307
144577	67
115749	0
11260	2252
29110	719
283349	779
2799	8532
23329	45
11197	0
23592	382
253827	680
8091	376
100129940	3
84298	648
51643	709
11213	4
92797	11
23426	102
55832	2230
8445	779
3458	0
55801	0
50616	0
56890	235
5908	1964
57122	652
55508	204
4193	1318
1368	18
11052	1691
4069	2
8089	532
10818	626
10576	3698
376132	0
144453	68
117177	527
196446	14
4848	1061
27345	70
5787	1244
5801	78
7103	3
8549	6
196441	1036
83591	90
55266	458
23011	743
64786	720
121278	1
29953	14
552889	1137
3747	0
84698	93
256710	8
144321	3
11010	225
11103	444
22822	1686
4673	15992
79738	512
114882	1180
23390	443
1466	324
144455	646
89795	31
6857	375
5074	465
4659	1198
283310	0
374462	5
4618	0
4617	0
8825	14
79611	161
8499	27
29080	431
84190	69
160335	236
55117	1174
144448	10
84125	63
8092	0
9182	38
4922	0
25834	0
160419	1
91298	393
80184	489
160418	508
4254	118
1848	471
282809	280
100528030	2
8693	6
490	990
196477	0
1833	21
11081	0
4060	3
1634	0
694	1869
574016	0
574028	0
338809	0
440107	4
8411	1329
11163	1761
7334	1656
28977	756
8835	40
8738	140
10154	67
51134	105
57458	160
55967	768
7181	621
55785	150
55591	991
10988	1923
84101	83
59277	659
6636	819
120935	0
144193	6
3034	9
4048	2473
2004	1401
5128	388
144535	20
121441	604
7112	2266
5250	7913
121457	1312
317	434
56899	7
196472	0
23074	441
64431	307
120863	33
55681	856
246213	3
9971	1
283431	564
121601	13
160728	0
27340	662
400	1402
121599	0
4604	0
56994	697
50511	7
79158	1502
55332	2660
51019	797
79023	405
55010	288
5367	1
3479	11
5053	0
429	0
374470	0
55576	41
51559	658
7184	23198
728568	142
6996	520
83468	15
29915	246
4801	547
7296	15732
493861	22
50515	494
84102	344
121053	173
160428	22
23325	1051
55198	987
387882	1757
9891	391
10970	3953
255394	76
55703	210
5992	0
55188	303
90488	1468
80298	128
1407	736
121551	358
11137	1057
11108	775
121549	0
9671	0
1240	17
11153	164
9733	856
23479	1471
338773	2
6404	25
23603	6129
54434	2022
1610	0
55530	1
84749	386
121642	251
7374	695
32	171
121643	0
283446	1
83892	1099
89910	705
326625	796
4598	578
84915	13
59341	2
51228	862
84260	373
9815	1098
88455	1902
400073	97
28981	538
488	3854
51434	910
10094	3341
51184	316
29902	433
51699	1118
144715	6
160760	341
79600	1374
84329	4
5501	3056
160762	0
4633	0
23316	0
144717	177
10019	367
6311	838
8315	433
80724	701
217	1146
8550	565
89894	72
10961	2518
80018	697
10906	443
283450	859
6128	17210
5781	3379
22895	0
4938	32
4940	540
4939	3
1840	0
8437	0
387885	2
79039	1482
84934	707
115811	83
53373	2553
80024	241
196463	1119
10993	0
113675	147
64211	0
9904	631
6910	0
6926	14
23389	677
643246	23
79794	1257
84900	55
